Geneid	SD1	SD2	SD3	TG1	TG3
ZN6510G0631	0	0	0	0	0
ZN6510G0632	2347	2099	2054	1534	2748
ZN6510G0633	0	0	0	0	0
ZN6510G0634	0	0	0	0	0
ZN6510G0635	0	0	0	0	0
ZN6510G0636	0	0	0	0	0
ZN6510G0637	0	0	0	0	0
ZN6510G0638	5	0	1	6	3
ZN6510G0639	0	0	0	0	0
ZN6510G0640	2	0	6	0	0
ZN6510G0641	0	0	0	0	0
ZN6510G0642	0	1	0	0	0
ZN6510G0643	0	0	0	0	0
ZN6510G0644	0	0	1	0	0
ZN6510G0645	0	0	1	0	0
ZN6510G0646	0	0	0	0	0
ZN6510G0647	260	619	518	457	251
ZN6510G0648	0	0	0	0	0
ZN6510G0649	0	0	0	0	0
ZN6510G0650	21	53	5	38	19
ZN6510G0651	1565	1303	989	1322	837
ZN6510G0652	0	0	0	0	0
ZN6510G0653	668	896	839	934	990
ZN6510G0654	173	213	192	92	222
ZN6510G0655	0	0	0	0	0
ZN6510G0656	276	396	353	583	211
ZN6510G0657	806	1188	713	4750	1951
ZN6510G0658	0	0	0	0	0
ZN6510G0659	0	0	0	0	0
ZN6510G0660	4	0	0	0	1
ZN6510G0661	463	352	420	200	200
ZN6510G0662	0	0	0	0	0
ZN6510G0663	1772	1175	1550	1603	1197
ZN6510G0664	0	4	0	0	0
ZN6510G0665	59	58	49	315	122
ZN6510G0666	0	0	0	0	0
ZN6510G0667	287	264	246	221	112
ZN6510G0668	498	265	298	74	118
ZN6510G0669	0	0	0	0	0
ZN6510G0670	23	45	194	0	0
ZN6510G0671	0	0	0	0	0
ZN6510G0672	0	0	0	0	0
ZN6510G0673	0	1	0	0	0
ZN6510G0674	0	0	0	0	0
ZN6510G0675	0	0	0	0	0
ZN6510G0676	0	0	0	0	0
ZN6510G0677	0	0	0	0	0
ZN6510G0678	0	0	0	0	3
ZN6510G0679	3	56	87	17	2
ZN6510G0680	0	0	0	0	0
ZN6510G0681	0	0	0	0	0
ZN6510G0682	0	0	0	0	0
ZN6510G0683	0	0	0	0	0
ZN6510G0684	0	0	0	0	0
ZN6510G0685	35	50	54	151	66
ZN6510G0686	0	0	0	0	1
ZN6510G0687	1	0	1	4	3
ZN6510G0688	0	0	0	0	0
ZN6510G0689	758	1111	787	1190	1044
ZN6510G0690	0	0	0	0	0
ZN6510G0691	0	1	1	0	2
ZN6510G0692	0	0	0	0	0
ZN6510G0693	0	0	0	0	0
ZN6510G0694	0	0	0	0	0
ZN6510G0695	0	0	0	0	0
ZN6510G0696	0	0	0	0	0
ZN6510G0697	0	0	0	0	1
ZN6510G0698	0	0	1	0	0
ZN6510G0699	0	19	15	0	0
ZN6510G0700	8	25	32	27	18
ZN6510G0701	0	0	0	0	0
ZN6510G0702	0	0	0	0	0
ZN6510G0703	0	0	0	0	0
ZN6510G0704	135	166	265	164	56
ZN6510G0705	18	38	32	15	21
ZN6510G0706	0	0	0	0	0
ZN6510G0707	0	0	0	0	0
ZN6510G0708	0	0	0	0	0
ZN6510G0709	1	4	7	0	2
ZN6510G0710	0	0	0	0	0
ZN6510G0711	0	0	0	0	0
ZN6510G0712	0	0	0	0	0
ZN6510G0713	0	0	0	0	0
ZN6510G0714	0	0	0	0	0
ZN6510G0715	960	1555	2135	569	747
ZN6510G0716	1	1	0	0	5
ZN6510G0717	0	0	0	0	0
ZN6510G0718	0	0	0	0	0
ZN6510G0719	122	250	242	341	132
ZN6510G0720	0	1	2	0	0
ZN6510G0721	1221	1054	1474	1154	946
ZN6510G0722	0	0	0	0	0
ZN6510G0723	0	0	0	0	0
ZN6510G0724	46	22	13	7	11
ZN6510G0725	0	0	0	0	0
ZN6510G0726	0	0	0	0	0
ZN6510G0727	0	0	0	0	0
ZN6510G0728	0	0	0	0	0
ZN6510G0729	440	320	367	705	1056
ZN6510G0730	587	454	586	111	197
ZN6510G0731	0	0	0	0	0
ZN6510G0732	3	21	3	51	16
ZN6510G0733	0	0	0	0	0
ZN6510G0734	0	0	0	0	0
ZN6510G0735	98	152	116	75	311
ZN6510G0736	1252	33	18	1467	59
ZN6510G0737	198	206	345	26	5430
ZN6510G0738	4	4	16	19	3
ZN6510G0739	12	30	38	44	38
ZN6510G0740	150	666	92	337	256
ZN6510G0741	101	148	99	308	72
ZN6510G0742	0	0	0	0	0
ZN6510G0743	93	93	72	618	107
ZN6510G0744	0	0	0	1	1
ZN6510G0745	358	387	264	830	403
ZN6510G0746	0	0	0	0	0
ZN6510G0747	0	0	0	0	0
ZN6510G0748	400	248	357	196	643
ZN6510G0749	0	0	0	0	0
ZN6510G0750	0	0	0	0	0
ZN6510G0751	0	0	0	0	0
ZN6510G0752	0	0	0	0	0
ZN6510G0753	0	0	0	0	0
ZN6510G0754	0	0	0	0	0
ZN6510G0755	0	0	0	0	0
ZN6510G0756	0	0	0	0	1
ZN6510G0757	5	14	9	3	0
ZN6510G0758	91	114	119	105	32
ZN6510G0759	65	41	66	13	94
ZN6510G0760	0	0	0	0	0
ZN6510G0761	0	0	0	0	0
ZN6510G0762	0	0	0	0	0
ZN6510G0763	0	0	0	0	0
ZN6510G0764	0	0	0	0	0
ZN6510G0765	0	0	0	0	0
ZN6510G0766	0	0	0	0	0
ZN6510G0767	0	0	0	0	0
ZN6510G0768	7	0	9	0	0
ZN6510G0769	0	0	0	0	0
ZN6510G0770	6	8	0	0	0
ZN6510G0771	39	180	72	7	27
ZN6510G0772	19883	83063	22279	1984	1402
ZN6510G0773	1547	1647	1530	267	348
ZN6510G0774	6	71	12	0	13
ZN6510G0775	31	180	61	27	74
ZN6510G0776	64	128	77	32	40
ZN6510G0777	130	248	261	111	93
ZN6510G0778	0	0	1	0	0
ZN6510G0779	125	109	361	9	10
ZN6510G0780	26	36	36	7	2
ZN6510G0781	17	25	24	3	1
ZN6510G0782	73	502	64	37	111
ZN6510G0783	0	3	0	0	0
ZN6510G0784	0	0	0	0	0
ZN6510G0785	0	0	0	0	0
ZN6510G0786	0	0	0	0	0
ZN6510G0787	0	0	0	0	0
ZN6510G0788	0	0	0	0	0
ZN6510G0789	0	0	0	0	0
ZN6510G0790	2	2	1	0	0
ZN6510G0791	0	0	0	0	0
ZN6510G0792	0	0	0	0	0
ZN6510G0793	0	0	0	0	0
ZN6510G0794	0	0	1	0	1
ZN6510G0795	0	0	0	0	0
ZN6510G0796	0	0	0	0	0
ZN6510G0797	0	0	0	0	2
ZN6510G0798	19	14	25	12	13
ZN6510G0799	0	0	0	0	0
ZN6510G0800	0	1	0	0	1
ZN6510G0801	0	0	0	0	0
ZN6510G0802	0	0	0	0	0
ZN6510G0803	0	0	0	0	0
ZN6510G0804	301	305	320	255	145
ZN6510G0805	0	0	0	0	0
ZN6510G0806	37	510	747	9	79
ZN6510G0807	5	13	5	5	5
ZN6510G0808	0	0	0	0	0
ZN6510G0809	0	0	1	0	0
ZN6510G0810	0	0	0	0	0
ZN6510G0811	0	0	0	0	0
ZN6510G0812	0	0	0	0	0
ZN6510G0813	24	91	74	79	18
ZN6510G0814	22	19	27	8	7
ZN6510G0815	0	0	0	0	0
ZN6510G0816	25	28	59	959	517
ZN6510G0817	0	0	0	0	1
ZN6510G0818	1185	1602	1338	2280	2329
ZN6510G0819	0	0	0	0	0
ZN6510G0820	2	0	0	2	5
ZN6510G0821	0	0	0	0	0
ZN6510G0822	899	910	1252	1108	1594
ZN6510G0823	78	94	113	44	1396
ZN6510G0824	0	0	1	0	0
ZN6510G0825	0	21	15	2	7
ZN6510G0826	13	77	41	35	36
ZN6510G0827	0	0	0	0	0
ZN6510G0828	0	0	0	0	0
ZN6510G0829	0	0	1	3	0
ZN6510G0830	0	1	0	0	0
ZN6510G0831	90	275	296	256	131
ZN6510G0832	5	2	7	0	2
ZN6510G0833	0	0	0	11	0
ZN6510G0834	0	0	0	0	0
ZN6510G0835	0	1	0	0	0
ZN6510G0836	19	43	23	6	1
ZN6510G0837	2	1	0	0	0
ZN6510G0838	0	2	1	0	0
ZN6510G0839	18	26	16	5	39
ZN6510G0840	272	211	243	201	153
ZN6510G0841	2	4	1	1	2
ZN6510G0842	315	335	264	462	670
ZN6510G0843	224	182	1059	19	104
ZN6510G0844	0	0	0	0	0
ZN6510G0845	0	0	0	0	0
ZN6510G0846	0	0	0	0	0
ZN6510G0847	0	0	0	0	2
ZN6510G0848	134	85	97	25	491
ZN6510G0849	45	13	13	40	37
ZN6510G0850	129	154	137	141	152
ZN6510G0851	0	0	1	0	0
ZN6510G0852	1	0	0	0	0
ZN6510G0853	59	75	81	58	38
ZN6510G0854	0	0	0	0	0
ZN6510G0855	2	1	0	1	1
ZN6510G0856	0	0	0	0	0
ZN6510G0857	0	0	0	0	0
ZN6510G0858	0	0	0	0	0
ZN6510G0859	240	332	280	241	182
ZN6510G0860	56	5	13	2	822
ZN6510G0861	0	0	0	0	0
ZN6510G0862	316	192	317	5	31
ZN6510G0863	3	2	5	3	0
ZN6510G0864	7193	15030	8464	6358	1893
ZN6510G0865	541	682	654	984	306
ZN6510G0866	268	43	39	513	27
ZN6510G0867	0	0	0	0	0
ZN6510G0868	0	0	0	0	0
ZN6510G0869	0	0	0	1	0
ZN6510G0870	0	0	0	0	0
ZN6510G0871	0	0	0	0	0
ZN6510G0872	0	0	0	0	0
ZN6510G0873	0	0	0	0	0
ZN6510G0874	0	0	0	0	0
ZN6510G0875	0	0	0	0	0
ZN6510G0876	247	317	219	14	291
ZN6510G0877	0	0	0	0	0
ZN6510G0878	0	0	0	0	0
ZN6510G0879	0	0	0	0	0
ZN6510G0880	0	0	0	0	0
ZN6510G0881	0	0	0	0	0
ZN6510G0882	0	0	0	0	0
ZN6510G0883	0	0	0	0	0
ZN6510G0884	0	0	0	0	0
ZN6510G0885	0	0	0	0	0
ZN6510G0886	0	0	0	0	0
ZN6510G0887	0	0	0	0	0
ZN6510G0888	0	0	0	0	0
ZN6510G0889	0	0	0	0	0
ZN6510G0890	0	0	0	0	0
ZN6510G0891	0	0	0	0	0
ZN6510G0892	202	137	176	143	85
ZN6510G0893	0	0	0	0	0
ZN6510G0894	0	0	0	0	0
ZN6510G0895	0	0	2	0	0
ZN6510G0896	0	0	0	0	0
ZN6510G0897	0	0	0	0	0
ZN6510G0898	0	0	0	0	0
ZN6510G0899	2	1	2	1	1
ZN6510G0900	0	0	0	0	1
ZN6510G0901	0	1	1	0	0
ZN6510G0902	2	7	4	0	0
ZN6510G0903	36	58	42	28	24
ZN6510G0904	24	63	30	27	63
ZN6510G0905	0	0	0	0	0
ZN6510G0906	0	0	0	0	0
ZN6510G0907	0	0	0	0	0
ZN6510G0908	10	25	5	15	39
ZN6510G0909	0	0	0	0	0
ZN6510G0910	1	5	6	6	5
ZN6510G0911	0	0	0	0	0
ZN6510G0912	2	2	3	0	0
ZN6510G0913	26	49	47	10	52
ZN6510G0914	1424	1421	1182	1522	796
ZN6510G0915	0	0	0	0	0
ZN6510G0916	0	0	0	0	0
ZN6510G0917	0	0	0	0	0
ZN6510G0918	0	0	0	0	0
ZN6510G0919	0	0	0	0	0
ZN6510G0920	0	0	0	0	0
ZN6510G0921	0	0	0	0	0
ZN6510G0922	5	25	9	1	0
ZN6510G0923	0	0	0	0	0
ZN6510G0924	0	0	0	0	0
ZN6510G0925	14	4	6	1	49
ZN6510G0926	0	0	0	0	1
ZN6510G0927	0	0	2	0	0
ZN6510G0928	1006	740	882	300	266
ZN6510G0929	15	89	115	27	4
ZN6510G0930	908	2129	2287	525	248
ZN6510G0931	0	0	0	0	0
ZN6510G0932	0	0	0	0	0
ZN6510G0933	0	0	0	0	0
ZN6510G0934	0	0	0	0	0
ZN6510G0935	6	8	0	0	0
ZN6510G0936	0	0	0	0	0
ZN6510G0937	9	6	1	4	6
ZN6510G0938	1149	1877	1109	839	1722
ZN6510G0939	386	353	319	302	295
ZN6510G0940	0	0	0	1	0
ZN6510G0941	0	0	0	0	0
ZN6510G0942	0	0	0	0	0
ZN6510G0943	889	769	608	959	578
ZN6510G0944	0	0	0	0	0
ZN6510G0945	1	0	0	1	1
ZN6510G0946	0	2	0	3	5
ZN6510G0947	1479	1526	1181	1012	4975
ZN6510G0948	0	0	0	0	0
ZN6510G0949	56	78	73	99	317
ZN6510G0950	0	0	0	0	0
ZN6510G0951	0	0	0	0	0
ZN6510G0952	0	0	0	0	0
ZN6510G0953	0	0	0	0	0
ZN6510G0954	338	407	333	395	739
ZN6510G0955	9	17	83	0	2
ZN6510G0956	3672	3288	3150	2165	3280
ZN6510G0957	0	0	0	0	0
ZN6510G0958	0	0	0	0	0
ZN6510G0959	0	0	0	0	0
ZN6510G0960	0	0	0	0	0
ZN6510G0961	0	0	0	0	0
ZN6510G0962	0	0	0	0	0
ZN6510G0963	0	0	0	0	0
ZN6510G0964	0	0	0	0	0
ZN6510G0965	0	0	0	0	0
ZN6510G0966	0	0	0	0	0
ZN6510G0967	0	0	0	0	0
ZN6510G0968	1	1	0	0	0
ZN6510G0969	0	0	0	0	0
ZN6510G0970	0	0	0	0	0
ZN6510G0971	0	0	0	0	0
ZN6510G0972	934	868	659	830	932
ZN6510G0973	238	242	152	528	213
ZN6510G0974	0	0	0	0	1
ZN6510G0975	0	0	2	8	1
ZN6510G0976	0	0	0	0	0
ZN6510G0977	0	0	0	0	0
ZN6510G0978	0	0	0	0	0
ZN6510G0979	0	0	0	0	0
ZN6510G0980	0	0	0	0	0
ZN6510G0981	12	47	70	1	18
ZN6510G0982	0	0	0	0	0
ZN6510G0983	0	0	0	0	0
ZN6510G0984	0	0	0	0	0
ZN6510G0985	0	0	0	0	0
ZN6510G0986	100	308	228	218	159
ZN6510G0987	0	1	0	0	0
ZN6510G0988	43	174	139	69	39
ZN6510G0989	65	139	88	71	47
ZN6510G0990	0	0	0	0	0
ZN6510G0991	0	0	0	0	0
ZN6510G0992	0	0	0	0	0
ZN6510G0993	0	0	0	0	0
ZN6510G0994	0	0	0	1	1
ZN6510G0995	1	0	1	0	0
ZN6510G0996	16	5	8	1	4
ZN6510G0997	1458	925	1099	874	1190
ZN6510G0998	0	0	0	0	0
ZN6510G0999	812	197	209	0	0
ZN6510G1000	0	0	0	0	0
ZN6510G1001	0	0	0	0	1
ZN6510G1002	0	0	0	0	0
ZN6510G1003	0	0	0	0	0
ZN6510G1004	0	0	0	0	0
ZN6510G1005	0	0	0	0	0
ZN6510G1006	1	0	2	0	0
ZN6510G1007	20	10	24	9	1
ZN6510G1008	993	2061	975	3166	781
ZN6510G1009	0	0	0	0	0
ZN6510G1010	0	0	0	0	0
ZN6510G1011	28	5	5	140	13
ZN6510G1012	0	0	0	0	0
ZN6510G1013	394	632	518	281	158
ZN6510G1014	14	8	29	5	1
ZN6510G1015	61	77	48	35	50
ZN6510G1016	1151	1782	841	1695	1660
ZN6510G1017	234	612	370	185	111
ZN6510G1018	0	1	0	2	3
ZN6510G1019	0	2	0	2	8
ZN6510G1020	797	787	870	515	546
ZN6510G1021	30	92	98	8	39
ZN6510G1022	4	3	4	1	3
ZN6510G1023	0	0	0	0	0
ZN6510G1024	130	127	84	248	4979
ZN6510G1025	0	0	0	0	0
ZN6510G1026	0	0	0	0	0
ZN6510G1027	0	1	0	0	0
ZN6510G1028	16	8	16	0	0
ZN6510G1029	0	0	0	0	0
ZN6510G1030	0	0	0	0	0
ZN6510G1031	29	33	30	61	87
ZN6510G1032	1	0	0	0	0
ZN6510G1033	0	0	0	0	0
ZN6510G1034	0	1	1	0	1
ZN6510G1035	50	103	72	126	51
ZN6510G1036	43	64	62	59	60
ZN6510G1037	734	752	707	638	788
ZN6510G1038	17	37	23	15	4
ZN6510G1039	27	42	46	17	15
ZN6510G1040	1339	917	907	2692	1463
ZN6510G1041	11	6	14	25	22
ZN6510G1042	353	626	550	1315	271
ZN6510G1043	925	1594	1908	12	46
ZN6510G1044	202	1446	1361	1296	430
ZN6510G1045	0	0	0	0	0
ZN6510G1046	94	299	469	26	36
ZN6510G1047	3	11	16	12	11
ZN6510G1048	0	0	0	0	0
ZN6510G1049	0	0	0	0	0
ZN6510G1050	0	4	2	1	0
ZN6510G1051	0	0	0	0	0
ZN6510G1052	0	0	0	3	0
ZN6510G1053	68	51	33	169	111
ZN6510G1054	3	5	4	4	1
ZN6510G1055	0	0	0	0	0
ZN6510G1056	0	1	1	0	6
ZN6510G1057	0	0	0	0	0
ZN6510G1058	0	0	0	0	0
ZN6510G1059	0	0	0	0	0
ZN6510G1060	0	0	0	0	0
ZN6510G1061	0	1	1	0	1
ZN6510G1062	0	0	0	0	0
ZN6510G1063	0	8	12	10	9
ZN6510G1064	0	3	1	3	1
ZN6510G1065	0	0	0	0	0
ZN6510G1066	0	3	0	0	1
ZN6510G1067	2530	2840	1866	2713	3695
ZN6510G1068	861	557	649	581	191
ZN6510G1069	0	0	0	0	0
ZN6510G1070	0	0	0	0	0
ZN6510G1071	234	601	694	1351	1514
ZN6510G1072	2	4	4	0	3
ZN6510G1073	0	0	0	0	1
ZN6510G1074	4	6	12	3	29
ZN6510G1075	4	10	11	0	3
ZN6510G1076	6	11	10	0	2
ZN6510G1077	8	21	9	0	0
ZN6510G1078	794	493	472	449	1805
ZN6510G1079	1951	2269	2864	1831	1002
ZN6510G1080	200	443	640	2072	454
ZN6510G1081	248	325	512	333	129
ZN6510G1082	751	840	696	933	579
ZN6510G1083	0	1	0	0	0
ZN6510G1084	5	0	0	0	1
ZN6510G1085	0	0	0	0	0
ZN6510G1086	0	0	0	0	0
ZN6510G1087	0	0	0	0	0
ZN6510G1088	0	0	0	0	0
ZN6510G1089	226	12	12	0	1
ZN6510G1090	39	8	20	0	1
ZN6510G1091	0	0	0	0	0
ZN6510G1092	0	0	0	0	0
ZN6510G1093	185	55	96	0	9
ZN6510G1094	3	0	4	0	0
ZN6510G1095	0	0	0	0	0
ZN6510G1096	0	0	0	0	0
ZN6510G1097	0	0	0	0	0
ZN6510G1098	0	0	0	0	0
ZN6510G1099	0	0	0	0	0
ZN6510G1100	0	0	0	0	0
ZN6510G1101	0	0	0	0	0
ZN6510G1102	2	2	2	6	4
ZN6510G1103	0	2	0	0	0
ZN6510G1104	0	0	0	0	0
ZN6510G1105	0	0	0	0	0
ZN6510G1106	0	0	0	0	0
ZN6510G1107	9	14	14	0	0
ZN6510G1108	916	1095	772	452	954
ZN6510G1109	0	0	0	0	0
ZN6510G1110	0	0	0	0	0
ZN6510G1111	0	0	0	0	0
ZN6510G1112	0	0	0	0	0
ZN6510G1113	0	0	0	0	0
ZN6510G1114	0	0	0	0	0
ZN6510G1115	0	1	0	0	0
ZN6510G1116	0	0	2	0	0
ZN6510G1117	0	0	0	0	0
ZN6510G1118	527	582	411	652	635
ZN6510G1119	0	0	0	0	0
ZN6510G1120	0	1	0	0	1
ZN6510G1121	37	42	40	41	24
ZN6510G1122	641	912	1348	974	552
ZN6510G1123	189	450	467	141	18
ZN6510G1124	1419	449	535	836	839
ZN6510G1125	152	423	186	28	131
ZN6510G1126	110	224	117	493	314
ZN6510G1127	0	0	0	0	0
ZN6510G1128	0	40	112	14	262
ZN6510G1129	0	0	0	0	0
ZN6510G1130	0	0	0	0	0
ZN6510G1131	22	253	176	136	62
ZN6510G1132	0	4	4	2	0
ZN6510G1133	164	275	219	339	191
ZN6510G1134	0	0	0	0	0
ZN6510G1135	1345	1548	1589	249	1011
ZN6510G1136	2	25	27	0	3
ZN6510G1137	466	456	1051	479	93
ZN6510G1138	0	0	0	0	0
ZN6510G1139	0	0	0	0	0
ZN6510G1140	2	0	0	0	3
ZN6510G1141	0	0	0	2	0
ZN6510G1142	1156	1100	947	858	1891
ZN6510G1143	195	147	122	59	157
ZN6510G1144	6	12	13	2	29
ZN6510G1145	6233	2832	5931	214	10047
ZN6510G1146	72	74	65	85	76
ZN6510G1147	0	0	0	0	3
ZN6510G1148	0	0	0	0	0
ZN6510G1149	3	1	1	0	35
ZN6510G1150	11095	4681	5715	387	12320
ZN6510G1151	0	0	1	0	1
ZN6510G1152	277	338	233	434	495
ZN6510G1153	0	0	0	0	0
ZN6510G1154	0	0	0	1	4
ZN6510G1155	1745	1527	1389	1355	1181
ZN6510G1156	0	0	1	0	0
ZN6510G1157	58	60	64	4	644
ZN6510G1158	69	141	267	25	44
ZN6510G1159	85	204	100	1244	450
ZN6510G1160	0	5	9	2	0
ZN6510G1161	4	14	7	5	0
ZN6510G1162	247	342	378	248	88
ZN6510G1163	0	0	0	0	0
ZN6510G1164	0	0	0	0	0
ZN6510G1165	0	0	0	0	0
ZN6510G1166	0	0	0	0	0
ZN6510G1167	0	0	0	0	0
ZN6510G1168	0	0	0	0	0
ZN6510G1169	842	359	303	137	143
ZN6510G1170	18	85	104	32	26
ZN6510G1171	2455	2248	3255	834	638
ZN6510G1172	46	23	48	0	3
ZN6510G1173	407	281	260	228	178
ZN6510G1174	18	13	27	3	0
ZN6510G1175	15	8	7	0	0
ZN6510G1176	4	0	3	0	0
ZN6510G1177	0	0	0	0	0
ZN6510G1178	22	36	29	43	28
ZN6510G1179	0	0	0	0	0
ZN6510G1180	199	117	218	10	63
ZN6510G1181	1003	1591	947	1133	1340
ZN6510G1182	0	0	0	0	0
ZN6510G1183	0	0	0	14	8
ZN6510G1184	1574	1544	1629	2243	2085
ZN6510G1185	549	392	499	264	115
ZN6510G1186	0	0	0	0	0
ZN6510G1187	0	0	0	0	4
ZN6510G1188	398	333	270	406	119
ZN6510G1189	3	4	6	0	1
ZN6510G1190	0	0	0	0	0
ZN6510G1191	0	0	0	0	0
ZN6510G1192	0	0	0	0	0
ZN6510G1193	0	0	0	0	0
ZN6510G1194	0	0	0	0	0
ZN6510G1195	0	0	0	0	0
ZN6510G1196	0	0	0	0	0
ZN6510G1197	0	0	0	0	0
ZN6510G1198	0	0	0	0	0
ZN6510G1199	0	0	0	0	0
ZN6510G1200	0	0	0	0	0
ZN6510G1201	950	1706	1271	540	1029
ZN6510G1202	105	200	188	193	141
ZN6510G1203	4	15	6	9	15
ZN6510G1204	8	56	9	31	50
ZN6510G1205	0	0	0	0	0
ZN6510G1206	0	1	0	1	36
ZN6510G1207	649	747	823	711	667
ZN6510G1208	708	1117	1061	1176	748
ZN6510G1209	23	74	157	15	6
ZN6510G1210	0	0	2	0	0
ZN6510G1211	0	0	0	0	0
ZN6510G1212	0	0	0	0	0
ZN6510G1213	0	0	0	0	0
ZN6510G1214	0	0	0	0	0
ZN6510G1215	0	0	0	0	0
ZN6510G1216	0	5	7	0	0
ZN6510G1217	3	6	5	0	0
ZN6510G1218	0	0	0	0	0
ZN6510G1219	0	0	0	0	0
ZN6510G1220	0	0	0	0	0
ZN6510G1221	0	0	0	0	0
ZN6510G1222	0	0	0	0	0
ZN6510G1223	0	0	0	0	0
ZN6510G1224	0	0	0	0	0
ZN6510G1225	307	357	254	443	262
ZN6510G1226	36	45	45	79	57
ZN6510G1227	2	8	11	0	1
ZN6510G1228	0	0	0	0	0
ZN6510G1229	0	0	0	0	0
ZN6510G1230	0	0	0	0	0
ZN6510G1231	0	0	0	0	0
ZN6510G1232	0	0	0	0	0
ZN6510G1233	0	0	0	0	0
ZN6510G1234	7	14	13	9	1
ZN6510G1235	0	0	0	0	0
ZN6510G1236	328	347	469	423	571
ZN6510G1237	1361	623	934	924	2431
ZN6510G1238	5	9	10	11	13
ZN6510G1239	156	273	229	397	518
ZN6510G1240	0	0	0	0	0
ZN6510G1241	0	0	1	0	1
ZN6510G1242	810	579	669	274	270
ZN6510G1243	33	44	21	19	29
ZN6510G1244	641	209	246	953	614
ZN6510G1245	56	166	192	141	118
ZN6510G1246	0	0	0	0	0
ZN6510G1247	512	274	360	433	401
ZN6510G1248	777	577	564	624	405
ZN6510G1249	4	13	2	439	4
ZN6510G1250	3	2	1	13	1
ZN6510G1251	396	171	234	958	740
ZN6510G1252	20	34	45	14	26
ZN6510G1253	26	16	49	11	61
ZN6510G1254	0	0	0	1	0
ZN6510G1255	65	80	84	3	6
ZN6510G1256	84	121	137	111	104
ZN6510G1257	0	0	0	0	0
ZN6510G1258	0	0	0	0	0
ZN6510G1259	0	0	0	0	0
ZN6510G1260	0	1	0	0	0
ZN6510G1261	0	0	0	0	0
ZN6510G1262	226	214	363	228	119
ZN6510G1263	1475	2708	1617	659	351
ZN6510G1264	0	0	0	0	0
ZN6510G1265	0	0	0	0	0
ZN6510G1266	0	0	0	0	0
ZN6510G1267	0	0	0	0	0
ZN6510G1268	0	0	0	0	0
ZN6510G1269	12992	19109	23254	24	64
ZN6510G1270	218	254	197	127	68
ZN6510G1271	2431	1591	1378	2006	1607
ZN6510G1272	551	495	409	408	837
ZN6510G1273	93	118	171	117	26
ZN6510G1274	83	128	189	70	36
ZN6510G1275	12	12	5	7	3
ZN6510G1276	0	0	0	0	0
ZN6510G1277	0	0	0	0	0
ZN6510G1278	8	25	10	7	41
ZN6510G1279	2985	1825	2074	2361	4036
ZN6510G1280	42	111	114	114	15
ZN6510G1281	3728	1496	1926	1442	2746
ZN6510G1282	1066	1564	809	848	2272
ZN6510G1283	1696	1689	1455	1616	2004
ZN6510G1284	19	61	8	30	14
ZN6510G1285	3	4	0	0	1
ZN6510G1286	234	248	190	152	61
ZN6510G1287	1	5	0	1	2
ZN6510G1288	3	51	10	0	1
ZN6510G1289	3276	1486	1723	1560	965
ZN6510G1290	39	28	11	11	32
ZN6510G1291	0	0	0	0	0
ZN6510G1292	21	27	21	9	20
ZN6510G1293	0	0	0	0	0
ZN6510G1294	0	0	0	0	0
ZN6510G1295	0	0	0	0	0
ZN6510G1296	0	0	0	3	0
ZN6510G1297	0	0	0	0	1
ZN6510G1298	0	0	0	0	0
ZN6510G1299	278	284	286	309	102
ZN6510G1300	5	26	26	13	8
ZN6510G1301	0	0	0	0	0
ZN6510G1302	0	1	0	1	0
ZN6510G1303	21	9	23	9	2
ZN6510G1304	58	188	182	36	9
ZN6510G1305	34	51	56	23	692
ZN6510G1306	161	122	204	99	104
ZN6510G1307	31	49	42	26	71
ZN6510G1308	3138	3806	2880	8386	2136
ZN6510G1309	307	270	286	332	380
ZN6510G1310	1936	1549	1149	513	450
ZN6510G1311	4	13	9	1	1
ZN6510G1312	0	0	0	0	0
ZN6510G1313	2110	2740	3718	38	19
ZN6510G1314	4	1	2	0	3
ZN6510G1315	825	130	427	1	31
ZN6510G1316	0	0	0	0	0
ZN6510G1317	0	0	0	0	0
ZN6510G1318	1	0	1	0	0
ZN6510G1319	0	0	0	0	0
ZN6510G1320	9082	7216	5602	888	3874
ZN6510G1321	207	438	241	318	103
ZN6510G1322	0	0	0	0	0
ZN6510G1323	11	28	36	13	30
ZN6510G1324	315	1571	1159	11	2688
ZN6510G1325	0	0	0	0	0
ZN6510G1326	13	0	4	3	0
ZN6510G1327	178	244	182	191	140
ZN6510G1328	5	14	5	1	1
ZN6510G1329	45	46	54	22	27
ZN6510G1330	2496	1179	1682	1190	1651
ZN6510G1331	259	85	368	10	81
ZN6510G1332	953	796	487	7406	791
ZN6510G1333	321	108	122	625	56
ZN6510G1334	95	106	119	259	34
ZN6510G1335	0	2	1	0	0
ZN6510G1336	0	2	3	0	3
ZN6510G1337	0	0	0	0	0
ZN6510G1338	0	0	0	0	0
ZN6510G1339	0	0	0	0	0
ZN6510G1340	0	3	0	0	0
ZN6510G1341	7	16	24	35	11
ZN6510G1342	0	0	1	0	0
ZN6510G1343	1	1	1	0	0
ZN6510G1344	0	2	1	0	0
ZN6510G1345	0	0	1	7	4
ZN6510G1346	10	15	11	6	0
ZN6510G1347	0	0	0	0	0
ZN6510G1348	0	0	0	0	0
ZN6510G1349	299	824	472	410	210
ZN6510G1350	1089	2423	2175	1607	551
ZN6510G1351	4	20	10	6	2
ZN6510G1352	0	0	0	0	0
ZN6510G1353	1	4	6	2	10
ZN6510G1354	248	323	331	503	297
